t,sme_nt,smu_nt,sml_nt,h_comp_mean_nt,jh_proxy_gw
2015-03-18T17:26:00Z,293.00,134.00,-159.00,-54.00,11.795
2015-03-18T17:27:00Z,302.00,134.00,-168.00,-54.00,12.252
2015-03-18T17:28:00Z,310.00,123.00,-187.00,-55.00,12.663
2015-03-18T17:29:00Z,288.00,116.00,-172.00,-54.00,11.543
2015-03-18T17:30:00Z,280.00,120.00,-160.00,-54.00,11.144
2015-03-18T17:31:00Z,283.00,126.00,-157.00,-53.00,11.293
2015-03-18T17:32:00Z,276.00,125.00,-151.00,-53.00,10.946
2015-03-18T17:33:00Z,252.00,106.00,-146.00,-53.00,9.783
2015-03-18T17:34:00Z,231.00,93.00,-138.00,-53.00,8.798
2015-03-18T17:35:00Z,224.00,97.00,-127.00,-52.00,8.476
2015-03-18T17:36:00Z,223.00,104.00,-119.00,-51.00,8.431
2015-03-18T17:37:00Z,219.00,103.00,-116.00,-52.00,8.249
2015-03-18T17:38:00Z,210.00,104.00,-106.00,-51.00,7.843
2015-03-18T17:39:00Z,214.00,113.00,-101.00,-51.00,8.023
2015-03-18T17:40:00Z,225.00,111.00,-114.00,-51.00,8.522
2015-03-18T17:41:00Z,281.00,114.00,-167.00,-51.00,11.194
2015-03-18T17:42:00Z,326.00,108.00,-218.00,-52.00,13.500
2015-03-18T17:43:00Z,296.00,106.00,-190.00,-53.00,11.947
2015-03-18T17:44:00Z,296.00,108.00,-188.00,-53.00,11.947
2015-03-18T17:45:00Z,237.00,110.00,-127.00,-52.00,9.076
2015-03-18T17:46:00Z,251.00,118.00,-133.00,-54.00,9.735
2015-03-18T17:47:00Z,327.00,201.00,-126.00,-56.00,13.553
2015-03-18T17:48:00Z,256.00,112.00,-144.00,-55.00,9.974
2015-03-18T17:49:00Z,319.00,119.00,-200.00,-54.00,13.132
2015-03-18T17:50:00Z,421.00,117.00,-304.00,-52.00,18.833
2015-03-18T17:51:00Z,360.00,121.00,-239.00,-51.00,15.336
2015-03-18T17:52:00Z,239.00,112.00,-127.00,-50.00,9.169
2015-03-18T17:53:00Z,255.00,105.00,-150.00,-50.00,9.926
2015-03-18T17:54:00Z,266.00,95.00,-171.00,-49.00,10.456
2015-03-18T17:55:00Z,268.00,86.00,-182.00,-49.00,10.554
2015-03-18T17:56:00Z,294.00,97.00,-197.00,-49.00,11.845
2015-03-18T17:57:00Z,342.00,102.00,-240.00,-48.00,14.354
2015-03-18T17:58:00Z,424.00,109.00,-315.00,-48.00,19.012
2015-03-18T17:59:00Z,463.00,106.00,-357.00,-49.00,21.393
2015-03-18T18:00:00Z,436.00,125.00,-311.00,-50.00,19.733
2015-03-18T18:01:00Z,527.00,136.00,-391.00,-51.00,25.531
2015-03-18T18:02:00Z,584.00,118.00,-466.00,-53.00,29.457
2015-03-18T18:03:00Z,571.00,103.00,-468.00,-55.00,28.541
2015-03-18T18:04:00Z,582.00,103.00,-479.00,-57.00,29.315
2015-03-18T18:05:00Z,623.00,109.00,-514.00,-58.00,32.275
2015-03-18T18:06:00Z,588.00,110.00,-478.00,-59.00,29.741
2015-03-18T18:07:00Z,507.00,107.00,-400.00,-60.00,24.207
2015-03-18T18:08:00Z,484.00,106.00,-378.00,-60.00,22.719
2015-03-18T18:09:00Z,475.00,104.00,-371.00,-61.00,22.147
2015-03-18T18:10:00Z,473.00,102.00,-371.00,-61.00,22.021
2015-03-18T18:11:00Z,513.00,96.00,-417.00,-61.00,24.601
2015-03-18T18:12:00Z,520.00,93.00,-427.00,-62.00,25.064
2015-03-18T18:13:00Z,421.00,93.00,-328.00,-62.00,18.833
2015-03-18T18:14:00Z,416.00,91.00,-325.00,-62.00,18.537
2015-03-18T18:15:00Z,423.00,87.00,-336.00,-62.00,18.953
2015-03-18T18:16:00Z,414.00,88.00,-326.00,-62.00,18.419
2015-03-18T18:17:00Z,407.00,89.00,-318.00,-62.00,18.008
2015-03-18T18:18:00Z,418.00,89.00,-329.00,-62.00,18.655
2015-03-18T18:19:00Z,496.00,90.00,-406.00,-62.00,23.491
2015-03-18T18:20:00Z,432.00,91.00,-341.00,-62.00,19.492
2015-03-18T18:21:00Z,405.00,92.00,-313.00,-61.00,17.891
2015-03-18T18:22:00Z,362.00,87.00,-275.00,-62.00,15.447
2015-03-18T18:23:00Z,326.00,79.00,-247.00,-62.00,13.500
2015-03-18T18:24:00Z,325.00,78.00,-247.00,-61.00,13.447
2015-03-18T18:25:00Z,314.00,84.00,-230.00,-61.00,12.871
2015-03-18T18:26:00Z,293.00,87.00,-206.00,-62.00,11.795
2015-03-18T18:27:00Z,339.00,87.00,-252.00,-61.00,14.192
2015-03-18T18:28:00Z,342.00,86.00,-256.00,-60.00,14.354
2015-03-18T18:29:00Z,198.00,86.00,-112.00,-59.00,7.312
2015-03-18T18:30:00Z,216.00,88.00,-128.00,-59.00,8.113
2015-03-18T18:31:00Z,261.00,109.00,-152.00,-59.00,10.214
2015-03-18T18:32:00Z,354.00,124.00,-230.00,-59.00,15.006
2015-03-18T18:33:00Z,385.00,134.00,-251.00,-59.00,16.738
2015-03-18T18:34:00Z,330.00,126.00,-204.00,-59.00,13.712
2015-03-18T18:35:00Z,246.00,129.00,-117.00,-59.00,9.498
2015-03-18T18:36:00Z,264.00,139.00,-125.00,-59.00,10.359
2015-03-18T18:37:00Z,326.00,149.00,-177.00,-59.00,13.500
2015-03-18T18:38:00Z,342.00,159.00,-183.00,-59.00,14.354
2015-03-18T18:39:00Z,351.00,164.00,-187.00,-59.00,14.842
2015-03-18T18:40:00Z,394.00,157.00,-237.00,-58.00,17.253
2015-03-18T18:41:00Z,409.00,149.00,-260.00,-58.00,18.125
2015-03-18T18:42:00Z,360.00,143.00,-217.00,-58.00,15.336
2015-03-18T18:43:00Z,394.00,154.00,-240.00,-57.00,17.253
2015-03-18T18:44:00Z,399.00,155.00,-244.00,-59.00,17.542
2015-03-18T18:45:00Z,396.00,176.00,-220.00,-59.00,17.369
2015-03-18T18:46:00Z,377.00,184.00,-193.00,-57.00,16.285
2015-03-18T18:47:00Z,350.00,168.00,-182.00,-57.00,14.787
2015-03-18T18:48:00Z,364.00,170.00,-194.00,-58.00,15.557
2015-03-18T18:49:00Z,364.00,178.00,-186.00,-59.00,15.557
2015-03-18T18:50:00Z,353.00,195.00,-158.00,-60.00,14.951
2015-03-18T18:51:00Z,442.00,194.00,-248.00,-60.00,20.098
2015-03-18T18:52:00Z,441.00,185.00,-256.00,-59.00,20.037
2015-03-18T18:53:00Z,389.00,174.00,-215.00,-58.00,16.966
2015-03-18T18:54:00Z,357.00,177.00,-180.00,-58.00,15.171
2015-03-18T18:55:00Z,370.00,187.00,-183.00,-58.00,15.892
2015-03-18T18:56:00Z,390.00,198.00,-192.00,-59.00,17.023
2015-03-18T18:57:00Z,393.00,208.00,-185.00,-59.00,17.196
2015-03-18T18:58:00Z,402.00,214.00,-188.00,-59.00,17.716
2015-03-18T18:59:00Z,382.00,221.00,-161.00,-59.00,16.567
2015-03-18T19:00:00Z,374.00,201.00,-173.00,-58.00,16.116
2015-03-18T19:01:00Z,370.00,189.00,-181.00,-58.00,15.892
2015-03-18T19:02:00Z,364.00,199.00,-165.00,-59.00,15.557
2015-03-18T19:03:00Z,395.00,217.00,-178.00,-59.00,17.311
2015-03-18T19:04:00Z,389.00,226.00,-163.00,-59.00,16.966
2015-03-18T19:05:00Z,387.00,227.00,-160.00,-60.00,16.852
2015-03-18T19:06:00Z,386.00,234.00,-152.00,-60.00,16.795
2015-03-18T19:07:00Z,388.00,237.00,-151.00,-61.00,16.909
2015-03-18T19:08:00Z,388.00,222.00,-166.00,-61.00,16.909
2015-03-18T19:09:00Z,391.00,212.00,-179.00,-61.00,17.081
2015-03-18T19:10:00Z,400.00,208.00,-192.00,-61.00,17.600
2015-03-18T19:11:00Z,425.00,215.00,-210.00,-61.00,19.072
2015-03-18T19:12:00Z,450.00,222.00,-228.00,-61.00,20.587
2015-03-18T19:13:00Z,481.00,209.00,-272.00,-61.00,22.528
2015-03-18T19:14:00Z,772.00,186.00,-586.00,-62.00,44.019
2015-03-18T19:15:00Z,982.00,174.00,-808.00,-63.00,63.211
2015-03-18T19:16:00Z,1008.00,187.00,-821.00,-63.00,65.802
2015-03-18T19:17:00Z,949.00,202.00,-747.00,-64.00,59.991
2015-03-18T19:18:00Z,1187.00,211.00,-976.00,-64.00,84.924
2015-03-18T19:19:00Z,967.00,209.00,-758.00,-64.00,61.738
2015-03-18T19:20:00Z,762.00,206.00,-556.00,-63.00,43.183
2015-03-18T19:21:00Z,694.00,200.00,-494.00,-63.00,37.677
2015-03-18T19:22:00Z,731.00,230.00,-501.00,-64.00,40.633
2015-03-18T19:23:00Z,765.00,257.00,-508.00,-64.00,43.433
2015-03-18T19:24:00Z,769.00,251.00,-518.00,-63.00,43.768
2015-03-18T19:25:00Z,752.00,240.00,-512.00,-63.00,42.353
2015-03-18T19:26:00Z,749.00,224.00,-525.00,-63.00,42.105
2015-03-18T19:27:00Z,737.00,213.00,-524.00,-64.00,41.121
2015-03-18T19:28:00Z,774.00,213.00,-561.00,-64.00,44.188
2015-03-18T19:29:00Z,807.00,215.00,-592.00,-66.00,47.004
2015-03-18T19:30:00Z,865.00,224.00,-641.00,-64.00,52.138
2015-03-18T19:31:00Z,907.00,212.00,-695.00,-64.00,56.003
2015-03-18T19:32:00Z,929.00,193.00,-736.00,-65.00,58.076
2015-03-18T19:33:00Z,937.00,195.00,-742.00,-65.00,58.839
2015-03-18T19:34:00Z,929.00,187.00,-742.00,-64.00,58.076
2015-03-18T19:35:00Z,855.00,181.00,-674.00,-64.00,51.236
2015-03-18T19:36:00Z,794.00,171.00,-623.00,-65.00,45.885
2015-03-18T19:37:00Z,829.00,151.00,-678.00,-66.00,48.923
2015-03-18T19:38:00Z,994.00,158.00,-836.00,-67.00,64.401
2015-03-18T19:39:00Z,898.00,166.00,-732.00,-68.00,55.164
2015-03-18T19:40:00Z,903.00,150.00,-753.00,-69.00,55.629
2015-03-18T19:41:00Z,873.00,150.00,-723.00,-68.00,52.865
2015-03-18T19:42:00Z,791.00,137.00,-654.00,-67.00,45.629
2015-03-18T19:43:00Z,754.00,125.00,-629.00,-67.00,42.518
2015-03-18T19:44:00Z,776.00,134.00,-642.00,-67.00,44.356
2015-03-18T19:45:00Z,761.00,148.00,-613.00,-67.00,43.099
2015-03-18T19:46:00Z,736.00,144.00,-592.00,-67.00,41.039
2015-03-18T19:47:00Z,748.00,130.00,-618.00,-67.00,42.023
2015-03-18T19:48:00Z,776.00,113.00,-663.00,-70.00,44.356
2015-03-18T19:49:00Z,765.00,145.00,-620.00,-74.00,43.433
2015-03-18T19:50:00Z,759.00,169.00,-590.00,-72.00,42.933
2015-03-18T19:51:00Z,734.00,154.00,-580.00,-68.00,40.876
2015-03-18T19:52:00Z,683.00,99.00,-584.00,-68.00,36.817
2015-03-18T19:53:00Z,723.00,124.00,-599.00,-69.00,39.986
2015-03-18T19:54:00Z,785.00,169.00,-616.00,-68.00,45.118
2015-03-18T19:55:00Z,755.00,168.00,-587.00,-68.00,42.601
2015-03-18T19:56:00Z,729.00,133.00,-596.00,-70.00,40.470
2015-03-18T19:57:00Z,724.00,142.00,-582.00,-70.00,40.066
2015-03-18T19:58:00Z,698.00,127.00,-571.00,-69.00,37.992
2015-03-18T19:59:00Z,675.00,123.00,-552.00,-69.00,36.197
2015-03-18T20:00:00Z,638.00,116.00,-522.00,-68.00,33.387
2015-03-18T20:01:00Z,629.00,118.00,-511.00,-68.00,32.717
2015-03-18T20:02:00Z,624.00,110.00,-514.00,-69.00,32.348
2015-03-18T20:03:00Z,613.00,112.00,-501.00,-68.00,31.542
2015-03-18T20:04:00Z,637.00,139.00,-498.00,-68.00,33.312
2015-03-18T20:05:00Z,610.00,101.00,-509.00,-68.00,31.323
2015-03-18T20:06:00Z,573.00,92.00,-481.00,-69.00,28.682
2015-03-18T20:07:00Z,550.00,91.00,-459.00,-69.00,27.087
2015-03-18T20:08:00Z,567.00,89.00,-478.00,-69.00,28.262
2015-03-18T20:09:00Z,553.00,95.00,-458.00,-68.00,27.293
2015-03-18T20:10:00Z,575.00,125.00,-450.00,-69.00,28.822
2015-03-18T20:11:00Z,593.00,135.00,-458.00,-69.00,30.098
2015-03-18T20:12:00Z,600.00,135.00,-465.00,-69.00,30.600
2015-03-18T20:13:00Z,653.00,168.00,-485.00,-69.00,34.514
2015-03-18T20:14:00Z,661.00,181.00,-480.00,-68.00,35.122
2015-03-18T20:15:00Z,609.00,158.00,-451.00,-67.00,31.251
2015-03-18T20:16:00Z,639.00,168.00,-471.00,-67.00,33.461
2015-03-18T20:17:00Z,698.00,185.00,-513.00,-66.00,37.992
2015-03-18T20:18:00Z,728.00,200.00,-528.00,-65.00,40.389
2015-03-18T20:19:00Z,706.00,192.00,-514.00,-65.00,38.625
2015-03-18T20:20:00Z,668.00,187.00,-481.00,-65.00,35.658
2015-03-18T20:21:00Z,625.00,167.00,-458.00,-66.00,32.422
2015-03-18T20:22:00Z,629.00,164.00,-465.00,-66.00,32.717
2015-03-18T20:23:00Z,647.00,171.00,-476.00,-65.00,34.061
2015-03-18T20:24:00Z,716.00,218.00,-498.00,-65.00,39.423
2015-03-18T20:25:00Z,741.00,227.00,-514.00,-65.00,41.448
2015-03-18T20:26:00Z,759.00,224.00,-535.00,-66.00,42.933
2015-03-18T20:27:00Z,742.00,192.00,-550.00,-65.00,41.530
2015-03-18T20:28:00Z,687.00,162.00,-525.00,-65.00,37.129
2015-03-18T20:29:00Z,659.00,157.00,-502.00,-65.00,34.970
2015-03-18T20:30:00Z,642.00,165.00,-477.00,-66.00,33.686
2015-03-18T20:31:00Z,651.00,160.00,-491.00,-67.00,34.363
2015-03-18T20:32:00Z,651.00,151.00,-500.00,-68.00,34.363
2015-03-18T20:33:00Z,617.00,126.00,-491.00,-69.00,31.834
2015-03-18T20:34:00Z,586.00,113.00,-473.00,-69.00,29.599
2015-03-18T20:35:00Z,557.00,106.00,-451.00,-69.00,27.569
2015-03-18T20:36:00Z,554.00,113.00,-441.00,-69.00,27.362
2015-03-18T20:37:00Z,547.00,125.00,-422.00,-69.00,26.882
2015-03-18T20:38:00Z,566.00,133.00,-433.00,-69.00,28.192
2015-03-18T20:39:00Z,580.00,130.00,-450.00,-69.00,29.174
2015-03-18T20:40:00Z,523.00,128.00,-395.00,-69.00,25.264
2015-03-18T20:41:00Z,491.00,124.00,-367.00,-70.00,23.168
2015-03-18T20:42:00Z,504.00,125.00,-379.00,-70.00,24.011
2015-03-18T20:43:00Z,496.00,124.00,-372.00,-70.00,23.491
2015-03-18T20:44:00Z,491.00,127.00,-364.00,-70.00,23.168
2015-03-18T20:45:00Z,465.00,127.00,-338.00,-70.00,21.518
2015-03-18T20:46:00Z,469.00,128.00,-341.00,-70.00,21.769
2015-03-18T20:47:00Z,501.00,130.00,-371.00,-70.00,23.815
2015-03-18T20:48:00Z,510.00,131.00,-379.00,-70.00,24.403
2015-03-18T20:49:00Z,508.00,122.00,-386.00,-70.00,24.272
2015-03-18T20:50:00Z,482.00,118.00,-364.00,-70.00,22.591
2015-03-18T20:51:00Z,472.00,120.00,-352.00,-70.00,21.957
2015-03-18T20:52:00Z,510.00,122.00,-388.00,-70.00,24.403
2015-03-18T20:53:00Z,555.00,125.00,-430.00,-70.00,27.431
2015-03-18T20:54:00Z,535.00,125.00,-410.00,-70.00,26.068
2015-03-18T20:55:00Z,498.00,125.00,-373.00,-70.00,23.620
2015-03-18T20:56:00Z,527.00,123.00,-404.00,-70.00,25.531
2015-03-18T20:57:00Z,512.00,110.00,-402.00,-68.00,24.535
2015-03-18T20:58:00Z,500.00,100.00,-400.00,-68.00,23.750
2015-03-18T20:59:00Z,531.00,112.00,-419.00,-67.00,25.799
2015-03-18T21:00:00Z,608.00,132.00,-476.00,-67.00,31.178
2015-03-18T21:01:00Z,628.00,151.00,-477.00,-67.00,32.643
2015-03-18T21:02:00Z,577.00,144.00,-433.00,-67.00,28.963
2015-03-18T21:03:00Z,573.00,126.00,-447.00,-66.00,28.682
2015-03-18T21:04:00Z,585.00,125.00,-460.00,-67.00,29.528
2015-03-18T21:05:00Z,562.00,116.00,-446.00,-67.00,27.915
2015-03-18T21:06:00Z,587.00,115.00,-472.00,-67.00,29.670
2015-03-18T21:07:00Z,660.00,137.00,-523.00,-67.00,35.046
2015-03-18T21:08:00Z,634.00,154.00,-480.00,-68.00,33.088
2015-03-18T21:09:00Z,613.00,155.00,-458.00,-68.00,31.542
2015-03-18T21:10:00Z,610.00,143.00,-467.00,-69.00,31.323
2015-03-18T21:11:00Z,616.00,130.00,-486.00,-69.00,31.761
2015-03-18T21:12:00Z,620.00,123.00,-497.00,-69.00,32.054
2015-03-18T21:13:00Z,591.00,127.00,-464.00,-69.00,29.955
2015-03-18T21:14:00Z,596.00,122.00,-474.00,-70.00,30.313
2015-03-18T21:15:00Z,566.00,115.00,-451.00,-70.00,28.192
2015-03-18T21:16:00Z,544.00,105.00,-439.00,-70.00,26.678
2015-03-18T21:17:00Z,545.00,105.00,-440.00,-69.00,26.746
2015-03-18T21:18:00Z,511.00,103.00,-408.00,-70.00,24.469
2015-03-18T21:19:00Z,507.00,109.00,-398.00,-70.00,24.207
2015-03-18T21:20:00Z,497.00,111.00,-386.00,-71.00,23.555
2015-03-18T21:21:00Z,437.00,101.00,-336.00,-71.00,19.794
2015-03-18T21:22:00Z,392.00,93.00,-299.00,-71.00,17.138
2015-03-18T21:23:00Z,380.00,96.00,-284.00,-71.00,16.454
2015-03-18T21:24:00Z,383.00,103.00,-280.00,-70.00,16.624
2015-03-18T21:25:00Z,394.00,118.00,-276.00,-70.00,17.253
2015-03-18T21:26:00Z,393.00,144.00,-249.00,-70.00,17.196
2015-03-18T21:27:00Z,411.00,160.00,-251.00,-69.00,18.242
2015-03-18T21:28:00Z,436.00,174.00,-262.00,-69.00,19.733
2015-03-18T21:29:00Z,453.00,181.00,-272.00,-68.00,20.772
2015-03-18T21:30:00Z,454.00,183.00,-271.00,-68.00,20.834
2015-03-18T21:31:00Z,446.00,181.00,-265.00,-68.00,20.342
2015-03-18T21:32:00Z,476.00,174.00,-302.00,-68.00,22.210
2015-03-18T21:33:00Z,488.00,169.00,-319.00,-68.00,22.975
2015-03-18T21:34:00Z,480.00,170.00,-310.00,-68.00,22.464
2015-03-18T21:35:00Z,475.00,159.00,-316.00,-69.00,22.147
2015-03-18T21:36:00Z,487.00,160.00,-327.00,-69.00,22.911
2015-03-18T21:37:00Z,469.00,160.00,-309.00,-69.00,21.769
2015-03-18T21:38:00Z,471.00,174.00,-297.00,-69.00,21.894
2015-03-18T21:39:00Z,516.00,188.00,-328.00,-69.00,24.799
2015-03-18T21:40:00Z,561.00,206.00,-355.00,-68.00,27.845
2015-03-18T21:41:00Z,532.00,198.00,-334.00,-67.00,25.866
2015-03-18T21:42:00Z,519.00,199.00,-320.00,-67.00,24.998
2015-03-18T21:43:00Z,538.00,215.00,-323.00,-68.00,26.271
2015-03-18T21:44:00Z,562.00,228.00,-334.00,-68.00,27.915
2015-03-18T21:45:00Z,543.00,231.00,-312.00,-68.00,26.610
2015-03-18T21:46:00Z,530.00,225.00,-305.00,-67.00,25.731
2015-03-18T21:47:00Z,500.00,219.00,-281.00,-67.00,23.750
2015-03-18T21:48:00Z,476.00,205.00,-271.00,-68.00,22.210
2015-03-18T21:49:00Z,453.00,190.00,-263.00,-67.00,20.772
2015-03-18T21:50:00Z,450.00,201.00,-249.00,-67.00,20.587
2015-03-18T21:51:00Z,441.00,208.00,-233.00,-67.00,20.037
2015-03-18T21:52:00Z,427.00,206.00,-221.00,-66.00,19.192
2015-03-18T21:53:00Z,396.00,193.00,-203.00,-66.00,17.369
2015-03-18T21:54:00Z,378.00,189.00,-189.00,-66.00,16.341
2015-03-18T21:55:00Z,375.00,191.00,-184.00,-65.00,16.172
2015-03-18T21:56:00Z,380.00,181.00,-199.00,-65.00,16.454
2015-03-18T21:57:00Z,376.00,185.00,-191.00,-65.00,16.228
2015-03-18T21:58:00Z,364.00,182.00,-182.00,-65.00,15.557
2015-03-18T21:59:00Z,388.00,190.00,-198.00,-65.00,16.909
2015-03-18T22:00:00Z,393.00,190.00,-203.00,-65.00,17.196
2015-03-18T22:01:00Z,376.00,190.00,-186.00,-66.00,16.228
2015-03-18T22:02:00Z,386.00,191.00,-195.00,-66.00,16.795
2015-03-18T22:03:00Z,392.00,192.00,-200.00,-66.00,17.138
2015-03-18T22:04:00Z,387.00,189.00,-198.00,-66.00,16.852
2015-03-18T22:05:00Z,411.00,195.00,-216.00,-66.00,18.242
2015-03-18T22:06:00Z,426.00,206.00,-220.00,-65.00,19.132
2015-03-18T22:07:00Z,447.00,206.00,-241.00,-65.00,20.403
2015-03-18T22:08:00Z,442.00,200.00,-242.00,-65.00,20.098
2015-03-18T22:09:00Z,422.00,203.00,-219.00,-65.00,18.893
2015-03-18T22:10:00Z,444.00,200.00,-244.00,-64.00,20.220
2015-03-18T22:11:00Z,452.00,199.00,-253.00,-65.00,20.711
2015-03-18T22:12:00Z,433.00,204.00,-229.00,-64.00,19.552
2015-03-18T22:13:00Z,443.00,192.00,-251.00,-64.00,20.159
2015-03-18T22:14:00Z,464.00,195.00,-269.00,-63.00,21.455
2015-03-18T22:15:00Z,467.00,201.00,-266.00,-63.00,21.643
2015-03-18T22:16:00Z,437.00,195.00,-242.00,-65.00,19.794
2015-03-18T22:17:00Z,407.00,183.00,-224.00,-65.00,18.008
2015-03-18T22:18:00Z,378.00,166.00,-212.00,-65.00,16.341
2015-03-18T22:19:00Z,420.00,169.00,-251.00,-66.00,18.774
2015-03-18T22:20:00Z,508.00,170.00,-338.00,-67.00,24.272
2015-03-18T22:21:00Z,566.00,176.00,-390.00,-67.00,28.192
2015-03-18T22:22:00Z,654.00,181.00,-473.00,-67.00,34.590
2015-03-18T22:23:00Z,534.00,187.00,-347.00,-67.00,26.000
2015-03-18T22:24:00Z,478.00,196.00,-282.00,-66.00,22.337
2015-03-18T22:25:00Z,539.00,208.00,-331.00,-67.00,26.338
2015-03-18T22:26:00Z,562.00,218.00,-344.00,-66.00,27.915
2015-03-18T22:27:00Z,624.00,225.00,-399.00,-66.00,32.348
2015-03-18T22:28:00Z,656.00,225.00,-431.00,-66.00,34.742
2015-03-18T22:29:00Z,646.00,229.00,-417.00,-66.00,33.986
2015-03-18T22:30:00Z,668.00,228.00,-440.00,-67.00,35.658
2015-03-18T22:31:00Z,612.00,227.00,-385.00,-68.00,31.469
2015-03-18T22:32:00Z,618.00,238.00,-380.00,-68.00,31.907
2015-03-18T22:33:00Z,613.00,226.00,-387.00,-68.00,31.542
2015-03-18T22:34:00Z,585.00,196.00,-389.00,-69.00,29.528
2015-03-18T22:35:00Z,675.00,193.00,-482.00,-70.00,36.197
2015-03-18T22:36:00Z,730.00,223.00,-507.00,-70.00,40.551
2015-03-18T22:37:00Z,776.00,273.00,-503.00,-70.00,44.356
2015-03-18T22:38:00Z,797.00,295.00,-502.00,-71.00,46.142
2015-03-18T22:39:00Z,851.00,290.00,-561.00,-71.00,50.877
2015-03-18T22:40:00Z,990.00,314.00,-676.00,-73.00,64.004
2015-03-18T22:41:00Z,1047.00,311.00,-736.00,-73.00,69.777
2015-03-18T22:42:00Z,1064.00,301.00,-763.00,-73.00,71.543
2015-03-18T22:43:00Z,1033.00,284.00,-749.00,-73.00,68.338
2015-03-18T22:44:00Z,1033.00,278.00,-755.00,-72.00,68.338
2015-03-18T22:45:00Z,1085.00,307.00,-778.00,-71.00,73.753
2015-03-18T22:46:00Z,1126.00,319.00,-807.00,-71.00,78.156
2015-03-18T22:47:00Z,1143.00,302.00,-841.00,-71.00,80.016
2015-03-18T22:48:00Z,1107.00,319.00,-788.00,-71.00,76.101
2015-03-18T22:49:00Z,1031.00,319.00,-712.00,-72.00,68.134
2015-03-18T22:50:00Z,1035.00,332.00,-703.00,-71.00,68.543
2015-03-18T22:51:00Z,998.00,328.00,-670.00,-71.00,64.800
2015-03-18T22:52:00Z,994.00,298.00,-696.00,-70.00,64.401
2015-03-18T22:53:00Z,1036.00,278.00,-758.00,-70.00,68.645
2015-03-18T22:54:00Z,1001.00,268.00,-733.00,-69.00,65.100
2015-03-18T22:55:00Z,920.00,250.00,-670.00,-69.00,57.224
2015-03-18T22:56:00Z,870.00,252.00,-618.00,-69.00,52.591
2015-03-18T22:57:00Z,935.00,261.00,-674.00,-69.00,58.648
2015-03-18T22:58:00Z,946.00,255.00,-691.00,-70.00,59.702
2015-03-18T22:59:00Z,1024.00,274.00,-750.00,-69.00,67.420
2015-03-18T23:00:00Z,1022.00,251.00,-771.00,-69.00,67.217
2015-03-18T23:01:00Z,998.00,207.00,-791.00,-68.00,64.800
2015-03-18T23:02:00Z,897.00,206.00,-691.00,-68.00,55.071
2015-03-18T23:03:00Z,893.00,213.00,-680.00,-68.00,54.701
2015-03-18T23:04:00Z,843.00,237.00,-606.00,-68.00,50.163
2015-03-18T23:05:00Z,832.00,258.00,-574.00,-68.00,49.188
2015-03-18T23:06:00Z,842.00,225.00,-617.00,-68.00,50.074
2015-03-18T23:07:00Z,911.00,227.00,-684.00,-69.00,56.377
2015-03-18T23:08:00Z,923.00,236.00,-687.00,-69.00,57.508
2015-03-18T23:09:00Z,954.00,223.00,-731.00,-68.00,60.474
2015-03-18T23:10:00Z,969.00,197.00,-772.00,-68.00,61.934
2015-03-18T23:11:00Z,897.00,177.00,-720.00,-68.00,55.071
2015-03-18T23:12:00Z,925.00,192.00,-733.00,-67.00,57.697
2015-03-18T23:13:00Z,961.00,193.00,-768.00,-67.00,61.153
2015-03-18T23:14:00Z,916.00,170.00,-746.00,-67.00,56.847
2015-03-18T23:15:00Z,866.00,150.00,-716.00,-67.00,52.228
2015-03-18T23:16:00Z,855.00,145.00,-710.00,-67.00,51.236
2015-03-18T23:17:00Z,844.00,147.00,-697.00,-66.00,50.252
2015-03-18T23:18:00Z,808.00,149.00,-659.00,-66.00,47.090
2015-03-18T23:19:00Z,767.00,147.00,-620.00,-66.00,43.600
2015-03-18T23:20:00Z,750.00,142.00,-608.00,-66.00,42.188
2015-03-18T23:21:00Z,740.00,132.00,-608.00,-66.00,41.366
2015-03-18T23:22:00Z,733.00,127.00,-606.00,-67.00,40.795
2015-03-18T23:23:00Z,764.00,127.00,-637.00,-67.00,43.349
2015-03-18T23:24:00Z,786.00,143.00,-643.00,-68.00,45.203
2015-03-18T23:25:00Z,739.00,143.00,-596.00,-67.00,41.284
2015-03-18T23:26:00Z,712.00,134.00,-578.00,-67.00,39.103
2015-03-18T23:27:00Z,749.00,137.00,-612.00,-67.00,42.105
2015-03-18T23:28:00Z,777.00,133.00,-644.00,-67.00,44.441
2015-03-18T23:29:00Z,777.00,131.00,-646.00,-67.00,44.441
2015-03-18T23:30:00Z,821.00,127.00,-694.00,-67.00,48.221
2015-03-18T23:31:00Z,850.00,136.00,-714.00,-67.00,50.787
2015-03-18T23:32:00Z,834.00,137.00,-697.00,-67.00,49.364
2015-03-18T23:33:00Z,689.00,145.00,-544.00,-67.00,37.285
2015-03-18T23:34:00Z,574.00,129.00,-445.00,-67.00,28.752
2015-03-18T23:35:00Z,573.00,120.00,-453.00,-67.00,28.682
2015-03-18T23:36:00Z,582.00,124.00,-458.00,-68.00,29.315
2015-03-18T23:37:00Z,648.00,133.00,-515.00,-68.00,34.137
2015-03-18T23:38:00Z,661.00,123.00,-538.00,-67.00,35.122
2015-03-18T23:39:00Z,654.00,109.00,-545.00,-67.00,34.590
2015-03-18T23:40:00Z,640.00,105.00,-535.00,-68.00,33.536
2015-03-18T23:41:00Z,628.00,102.00,-526.00,-68.00,32.643
